TimeStamp, Joint1Tx,Joint1Ty,Joint1Tz,Joint2Tx,Joint2Ty,Joint2Tz,Joint3Tx,Joint3Ty,Joint3Tz,Joint1Ix,Joint1Iy,Joint1Iz,Joint2Ix,Joint2Iy,Joint2Iz,Joint3Ix,Joint3Iy,Joint3Iz,Joint1Mx,Joint1My,Joint1Mz,Joint2Mx,Joint2My,Joint2Mz,Joint3Mx,Joint3My,Joint3Mz,Joint1Rx,Joint1Ry,Joint1Rz,Joint2Rx,Joint2Ry,Joint2Rz,Joint3Rx,Joint3Ry,Joint3Rz,Joint1Px,Joint1Py,Joint1Pz,Joint2Px,Joint2Py,Joint2Pz,Joint3Px,Joint3Py,Joint3Pz,ThumbClosure,IndexClosure,MiddleClosure,ThumbAbduction
454.7941,-29.3548,-125.3988,-36.84344,-27.78552,-129.1376,-30.37427,-34.55078,-125.2613,-28.87985,7.860288,-83.3067,-8.260773,8.311201,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.8716663,-81.08597,0.9562476,11.64043,-80.57208,2.747969,18.05581,-79.85117,4.172279,-0.7245789,-76.36395,10.2228,13.92803,-74.18213,8.564093,14.36152,-75.31955,4.006399,0.4928947,-74.7139,23.67627,3.730524,-72.20901,18.47752,13.71041,-68.7894,16.40584,0,0,0,0.2156863
454.8516,-29.2562,-124.9867,-36.79126,-27.68417,-128.7205,-30.3302,-34.45224,-124.8551,-28.82434,7.860285,-83.3067,-8.260773,8.311194,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.8716652,-81.08597,0.9562476,11.64043,-80.57205,2.747966,18.0558,-79.85117,4.172279,-0.7245789,-76.36395,10.22281,13.92803,-74.18213,8.564095,14.36151,-75.31955,4.006398,0.4928939,-74.71387,23.67627,3.730523,-72.20901,18.47752,13.71041,-68.7894,16.40585,0,0,0,0.227451
454.9063,-29.85611,-127.4778,-37.09451,-28.30005,-131.242,-30.58389,-35.05151,-127.3117,-29.14728,7.860285,-83.3067,-8.260773,8.311192,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,1.869772,-81.02731,1.036197,13.47567,-80.46112,2.849346,20.95448,-79.63049,4.331178,0.3924137,-76.05701,10.30466,15.84649,-73.71808,8.714403,17.28428,-74.77948,4.150113,1.452287,-74.17175,23.59683,5.596462,-71.36542,18.46713,16.48715,-67.63605,16.58866,0,0,0.02745098,0.2627451
454.9609,-31.11154,-132.5922,-37.62277,-29.58282,-136.4192,-31.008,-36.30536,-132.3641,-29.71301,7.860289,-83.3067,-8.260773,8.311192,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,5.206925,-80.82047,1.305412,19.65,-80.04724,3.21577,30.72266,-78.75562,4.990809,4.118756,-75.01715,10.611,22.29064,-72.07593,9.329156,27.10325,-72.8252,4.813776,4.671112,-72.35809,23.39337,11.8773,-68.50644,18.60851,25.82008,-63.5426,17.61529,0,0,0.0627451,0.3254902
455.0114,-33.53516,-148.4599,-36.98633,-28.26123,-154.7931,-28.97351,-31.92929,-153.0271,-26.3479,7.860286,-83.3067,-8.260773,8.311193,-83.34735,-5.0466,17.59778,-83.11975,-1.5896,7.550143,-80.66501,1.496917,24.0212,-79.71118,3.505331,37.65096,-77.96829,5.619059,6.726711,-74.2717,10.85715,26.84118,-70.81772,9.882151,34.03714,-71.25537,5.498977,6.940295,-71.07916,23.30815,16.32159,-66.43683,18.88001,32.40043,-60.33221,18.80563,0.07058824,0,0.07843138,0.3921569
455.0641,-36.05087,-164.1172,-36.01096,-26.79654,-172.7716,-26.64691,-27.16248,-172.874,-23.08157,8.419505,-83.37329,-8.206848,9.602858,-83.47845,-5.003418,19.50801,-83.25943,-1.545013,8.555681,-80.59561,1.579922,25.90618,-79.55356,3.639912,40.64112,-77.56903,5.947992,7.843434,-73.9472,10.97093,28.79984,-70.24445,10.15606,37.02128,-70.51031,5.867637,7.916049,-70.52783,23.2864,18.23608,-65.52548,19.04391,35.22501,-58.83005,19.468,0.1882353,0.01176471,0.09411765,0.5686275
455.1241,-40.05069,175.7864,-34.23834,-26.49924,165.1033,-23.41489,-23.32913,163.5945,-19.25275,8.699422,-83.40643,-8.180054,10.25015,-83.54364,-4.982727,20.46528,-83.3287,-1.523743,9.561783,-80.52454,1.663536,27.79782,-79.38684,3.781794,43.64285,-77.12225,6.323139,8.959248,-73.61951,11.08981,30.76289,-69.64752,10.45507,40.01151,-69.70993,6.292499,8.89342,-69.97421,23.27363,20.15551,-64.59631,19.23838,38.04833,-57.23114,20.24057,0.2666667,0.01960784,0.1058824,0.6666667
455.1766,-40.23755,170.216,-33.33841,-21.8689,157.6626,-21.76038,-14.53284,154.9334,-17.37122,9.540377,-83.50537,-8.100281,12.19775,-83.73785,-4.924194,23.34565,-83.53461,-1.463989,10.56832,-80.45172,1.74781,29.69588,-79.21021,3.931799,46.65536,-76.61807,6.75442,10.07393,-73.28833,11.21392,32.72976,-69.02435,10.78164,43.00665,-68.84326,6.784122,9.872203,-69.41806,23.26996,22.07915,-63.64688,19.4652,40.86706,-55.517,21.14055,0.3607843,0.02352941,0.1176471,0.7098039
455.2282,-41.37811,163.6767,-32.43262,-19.63498,150.053,-20.30481,-9.399139,146.7113,-15.92291,9.540378,-83.50537,-8.100281,12.19775,-83.73782,-4.924194,23.34565,-83.53461,-1.463989,11.91078,-80.35193,1.861287,32.23615,-78.95786,4.146057,50.6871,-75.83331,7.439847,11.55798,-72.84125,11.38768,35.35728,-68.14749,11.26484,47.00551,-67.55991,7.567358,11.17903,-68.67215,23.27946,24.64922,-62.34479,19.82141,44.611,-53.0123,22.57637,0.3843137,0.02352941,0.1294118,0.7372549
455.2786,-41.43146,161.4968,-32.12927,-16.91177,146.9532,-19.73141,-4.215698,143.0589,-15.4671,10.38309,-83.60345,-8.021362,14.15374,-83.9303,-4.870972,26.23854,-83.73804,-1.410278,12.91773,-80.27496,1.947278,34.1482,-78.75452,4.318842,53.72068,-75.1369,8.060219,12.6691,-72.5015,11.52437,37.33086,-67.45081,11.66739,50.00638,-66.47717,8.274381,12.16018,-68.10907,23.29755,26.57963,-61.33722,20.13194,47.40147,-50.93198,23.86606,0.4431373,0.03529412,0.1411765,0.7490196
455.3293,-42.57214,157.1078,-31.42108,-16.29388,142.222,-18.7327,-2.10556,138.1797,-14.53247,10.94581,-83.66846,-7.969299,15.46229,-84.0578,-4.838379,28.17391,-83.87262,-1.377869,14.59579,-80.1427,2.092446,37.34714,-78.38538,4.633603,58.79037,-73.69016,9.377074,14.51659,-71.92624,11.7647,40.62367,-66.20316,12.42661,55.00444,-64.36469,9.758248,13.79672,-67.16284,23.34902,29.79975,-59.58884,20.74035,51.99843,-46.9668,26.53113,0.4784314,0.04313726,0.1607843,0.7960784
455.3821,-44.19827,151.3041,-30.2767,-15.5791,136.1553,-17.26685,0.5779113,132.0362,-13.17099,10.94582,-83.66846,-7.969269,15.46229,-84.0578,-4.838379,28.17391,-83.87259,-1.377869,15.26681,-80.08832,2.151209,38.63074,-78.22583,4.770162,60.82109,-72.97644,10.03773,15.25385,-71.69278,11.86533,41.94135,-65.66959,12.76531,56.99977,-63.37936,10.49092,14.45157,-66.78143,23.3772,31.0879,-58.862,21.0183,53.81048,-45.16324,27.8199,0.5490196,0.04313726,0.1686275,0.8627451
455.4356,-45.10321,147.2319,-29.44925,-11.08524,130.8716,-16.06171,9.912778,126.0177,-12.4487,10.66436,-83.63599,-7.99527,14.80757,-83.99414,-4.85437,27.20555,-83.80542,-1.393738,14.59579,-80.1427,2.092456,37.34715,-78.38538,4.633603,58.79037,-73.69016,9.377082,14.51659,-71.92621,11.76471,40.62367,-66.20316,12.42661,55.00443,-64.36469,9.758253,13.79671,-67.16284,23.34902,29.79975,-59.58881,20.74036,51.99842,-46.9668,26.53114,0.6509804,0.03921569,0.1607843,0.9058824
455.4884,-44.75052,147.9353,-29.69839,-9.877228,131.1776,-16.2865,11.95024,126.0251,-12.8172,9.540373,-83.50537,-8.100281,12.19774,-83.73782,-4.924225,23.34565,-83.53461,-1.463989,12.58208,-80.30081,1.918519,33.51023,-78.82373,4.260008,52.70867,-75.38104,7.84159,12.29893,-72.61517,11.47818,36.67276,-67.68704,11.5291,49.00609,-66.85123,8.025654,11.83305,-68.29712,23.29046,25.93596,-61.67627,20.02411,46.47343,-51.64719,23.41346,0.6705883,0.01960784,0.1294118,0.9019608
455.5421,-45.3024,146.6379,-29.29016,-10.9357,130.2686,-15.87778,10.36322,125.416,-12.29001,7.860285,-83.3067,-8.260773,8.311193,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,8.890986,-80.57211,1.607714,26.53601,-79.49902,3.686351,41.64045,-77.42584,6.067463,8.215484,-73.83832,11.00999,29.45372,-70.04822,10.25283,38.0174,-70.25018,6.002535,8.241672,-70.34357,23.28113,18.87539,-65.21786,19.10524,36.16641,-58.30869,19.7125,0.6588235,0,0.09411765,0.9137255
455.5984,-45.8364,145.2982,-28.86624,-11.98706,129.3214,-15.47049,8.773697,124.7556,-11.77838,7.860281,-83.3067,-8.260773,8.311194,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,6.210568,-80.75494,1.38714,21.51861,-79.90836,3.33601,33.68328,-78.43985,5.239255,5.236719,-74.69958,10.71323,24.23727,-71.54926,9.552347,30.0695,-72.1777,5.080787,5.642205,-71.81116,23.351,13.77774,-67.62814,18.70651,28.63725,-62.21075,18.07024,0.6392157,0,0.05490196,0.9372549
455.6486,-47.41336,140.7229,-27.39655,-15.32489,126.0442,-14.17352,3.62217,122.3219,-10.23077,7.860282,-83.3067,-8.260773,8.311194,-83.34735,-5.0466,17.59778,-83.11975,-1.5896,1.536885,-81.04703,1.009507,12.86301,-80.49872,2.815167,19.98657,-79.70587,4.27653,0.02000392,-76.15955,10.27686,15.20619,-73.87402,8.662688,16.30877,-74.96146,4.099706,1.13214,-74.35254,23.62238,4.973484,-71.64713,18.46797,15.5602,-68.02344,16.52189,0.5921569,0,0.007843138,0.9960784
455.7088,-47.50464,140.4221,-27.29874,-15.39648,125.7916,-14.08325,3.556346,122.0989,-10.13907,7.86028,-83.3067,-8.260773,8.311192,-83.34735,-5.0466,17.59778,-83.11975,-1.5896,0.8716637,-81.08597,0.9562417,11.64043,-80.57208,2.747964,18.0558,-79.85117,4.172269,-0.7245789,-76.36395,10.2228,13.92803,-74.18213,8.56409,14.36151,-75.31955,4.006389,0.4928964,-74.71387,23.67627,3.73052,-72.20901,18.47751,13.71041,-68.7894,16.40583,0.5921569,0,0,1
455.7612,-47.50464,140.4221,-27.29874,-15.39648,125.7916,-14.08325,3.556349,122.0989,-10.13907,7.860281,-83.3067,-8.260773,8.311191,-83.34735,-5.0466,17.59778,-83.11975,-1.5896,0.8716636,-81.08597,0.9562509,11.64043,-80.57208,2.747973,18.0558,-79.85117,4.172277,-0.7245789,-76.36395,10.2228,13.92803,-74.18213,8.564097,14.36151,-75.31955,4.006395,0.4928939,-74.7139,23.67628,3.730519,-72.20901,18.47751,13.71041,-68.7894,16.40585,0.5921569,0,0,1
455.8225,-47.50464,140.4221,-27.29877,-15.39648,125.7916,-14.08325,3.556344,122.0989,-10.13907,7.860285,-83.3067,-8.260773,8.311195,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.8716632,-81.08597,0.9562417,11.64043,-80.57208,2.747962,18.05581,-79.85117,4.172273,-0.7245789,-76.36395,10.2228,13.92803,-74.18213,8.564095,14.36152,-75.31955,4.006398,0.4928999,-74.71387,23.67626,3.730522,-72.20901,18.47752,13.71041,-68.7894,16.40584,0.5921569,0,0,1
455.8753,-47.50464,140.4221,-27.29874,-16.72595,126.1399,-14.17963,1.013139,122.6369,-10.13943,7.860285,-83.3067,-8.260773,8.311193,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.8716618,-81.08597,0.9562439,11.64043,-80.57205,2.74797,18.0558,-79.85117,4.172277,-0.7245789,-76.36395,10.2228,13.92803,-74.18213,8.564095,14.36151,-75.31955,4.006398,0.4929024,-74.71387,23.67628,3.730517,-72.20901,18.47751,13.71041,-68.7894,16.40584,0.5411765,0,0,1
455.9297,-47.50464,140.4221,-27.29877,-36.7659,132.3693,-17.02869,-36.7417,132.0701,-13.33002,7.860289,-83.3067,-8.260773,8.311193,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.8716679,-81.08597,0.9562502,11.64044,-80.57205,2.747972,18.0558,-79.85117,4.172273,-0.7245789,-76.36395,10.2228,13.92803,-74.18213,8.564098,14.36151,-75.31955,4.006394,0.4928999,-74.7139,23.67628,3.730525,-72.20901,18.47752,13.71041,-68.7894,16.40585,0.1529412,0,0,1
455.9806,-47.50467,140.4221,-27.29877,-45.37787,136.1356,-19.51068,-52.64145,139.1881,-18.31503,7.860284,-83.3067,-8.260773,8.31119,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.8716591,-81.08597,0.9562441,11.64043,-80.57208,2.747965,18.0558,-79.85117,4.172269,-0.7245789,-76.36395,10.2228,13.92803,-74.18213,8.564095,14.36151,-75.31955,4.006395,0.4928939,-74.7139,23.67626,3.730518,-72.20901,18.47751,13.71041,-68.7894,16.40584,0,0,0,1
456.0395,-47.50464,140.4221,-27.29877,-45.37787,136.1356,-19.51071,-52.64145,139.1881,-18.31503,7.860284,-83.3067,-8.260773,8.311192,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.8716674,-81.08597,0.9562463,11.64043,-80.57205,2.747969,18.0558,-79.85117,4.172272,-0.7245789,-76.36395,10.2228,13.92803,-74.18213,8.564097,14.36151,-75.31955,4.006397,0.4928973,-74.7139,23.67627,3.730525,-72.20905,18.47751,13.71041,-68.7894,16.40584,0,0,0,1
456.0919,-47.50464,140.4221,-27.29874,-45.37787,136.1356,-19.51068,-52.64145,139.1881,-18.315,7.860286,-83.3067,-8.260773,8.311188,-83.34735,-5.0466,17.59778,-83.11975,-1.5896,0.8716613,-81.08597,0.9562446,11.64043,-80.57208,2.747972,18.0558,-79.85117,4.17227,-0.7245789,-76.36395,10.2228,13.92802,-74.18213,8.56409,14.36151,-75.31955,4.00639,0.492893,-74.7139,23.67627,3.73052,-72.20901,18.47752,13.7104,-68.78943,16.40584,0,0,0,1
456.1436,-47.50467,140.4221,-27.29874,-45.37787,136.1356,-19.51068,-52.64145,139.1881,-18.315,7.86028,-83.3067,-8.260773,8.311185,-83.34735,-5.0466,17.59778,-83.11975,-1.5896,0.871659,-81.08597,0.9562427,11.64043,-80.57208,2.747966,18.0558,-79.85117,4.172269,-0.7245789,-76.36395,10.2228,13.92803,-74.18213,8.564095,14.36151,-75.31955,4.006393,0.4928939,-74.7139,23.67626,3.730518,-72.20901,18.47751,13.71041,-68.7894,16.40583,0,0,0,1
456.1939,-47.50464,140.4221,-27.29874,-45.37787,136.1356,-19.51068,-52.64145,139.1881,-18.31503,7.86029,-83.3067,-8.260773,8.311192,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.8716599,-81.08597,0.956244,11.64043,-80.57205,2.747968,18.0558,-79.85117,4.172276,-0.7245789,-76.36395,10.22281,13.92803,-74.18213,8.564099,14.36151,-75.31955,4.006394,0.4928879,-74.71387,23.67627,3.730523,-72.20901,18.47751,13.71041,-68.7894,16.40584,0,0,0,1
456.2469,-47.50464,140.4221,-27.29877,-45.37787,136.1356,-19.51068,-52.64145,139.1881,-18.31503,7.860287,-83.3067,-8.260773,8.311198,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.8716632,-81.08597,0.9562477,11.64043,-80.57208,2.747964,18.0558,-79.85117,4.172276,-0.7245789,-76.36395,10.2228,13.92803,-74.18213,8.56409,14.36151,-75.31955,4.006394,0.4928956,-74.7139,23.67627,3.730521,-72.20905,18.47751,13.71041,-68.7894,16.40584,0,0,0,1
456.2987,-47.26288,143.671,-28.18195,-45.18164,139.355,-20.38391,-52.41187,142.5734,-19.30582,7.860288,-83.3067,-8.260773,8.311193,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.8716645,-81.08597,0.9562405,11.64044,-80.57208,2.747968,18.0558,-79.85117,4.172271,-0.7245789,-76.36395,10.2228,13.92803,-74.18213,8.564094,14.36151,-75.31955,4.006394,0.4929016,-74.71387,23.67627,3.730527,-72.20901,18.47751,13.71041,-68.7894,16.40584,0,0,0,0.972549
456.3499,-45.42618,160.6747,-32.41467,-43.57217,156.2835,-24.65515,-50.61462,160.2212,-24.04074,7.860286,-83.3067,-8.260773,8.311197,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.8716583,-81.08597,0.9562466,11.64043,-80.57208,2.747966,18.05581,-79.85117,4.172287,-0.7245789,-76.36395,10.22281,13.92803,-74.18213,8.5641,14.36151,-75.31955,4.006398,0.4928982,-74.71387,23.67627,3.730521,-72.20901,18.47752,13.71041,-68.7894,16.40584,0,0,0,0.7921569
456.4032,-42.91824,176.3575,-35.50909,-41.24069,172.0057,-27.9111,-48.11551,176.3461,-27.46448,7.860288,-83.3067,-8.260773,8.311194,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.8716635,-81.08597,0.9562418,11.64043,-80.57208,2.747968,18.0558,-79.85117,4.172276,-0.7245789,-76.36395,10.2228,13.92803,-74.18213,8.564097,14.36151,-75.31955,4.006393,0.4929033,-74.7139,23.67627,3.73052,-72.20901,18.47751,13.71041,-68.7894,16.40584,0,0,0,0.7137255
456.457,-41.64822,-177.0324,-36.51495,-40.03049,178.6582,-29.01532,-46.84479,-176.9103,-28.56378,7.860276,-83.3067,-8.260773,8.311192,-83.34735,-5.04657,17.59778,-83.11975,-1.5896,0.8716652,-81.08597,0.9562487,11.64043,-80.57208,2.747964,18.0558,-79.85117,4.172268,-0.7245789,-76.36395,10.2228,13.92803,-74.18213,8.564095,14.36151,-75.31955,4.006392,0.4928913,-74.71387,23.67627,3.730519,-72.20901,18.47751,13.71041,-68.7894,16.40585,0,0,0,0.6470588
456.5092,-37.55234,-158.5363,-38.22299,-36.04248,-162.6716,-31.06451,-42.74371,-158.212,-30.39581,7.860283,-83.3067,-8.260773,8.311192,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.8716686,-81.08597,0.9562451,11.64043,-80.57208,2.747972,18.0558,-79.85117,4.172272,-0.7245789,-76.36395,10.22281,13.92803,-74.18213,8.564095,14.36152,-75.31955,4.006401,0.4928964,-74.7139,23.67627,3.730524,-72.20901,18.47752,13.71041,-68.7894,16.40584,0,0,0,0.5176471
456.5628,-34.7319,-147.0368,-38.39496,-33.23898,-151.0396,-31.47614,-39.92255,-146.706,-30.5593,7.860282,-83.3067,-8.260773,8.311198,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.8716586,-81.08597,0.9562487,11.64043,-80.57208,2.747964,18.0558,-79.85117,4.172273,-0.7245789,-76.36395,10.2228,13.92803,-74.18213,8.564095,14.36151,-75.31955,4.006393,0.4928905,-74.71387,23.67627,3.730522,-72.20901,18.47752,13.71041,-68.7894,16.40585,0,0,0,0.4235294
456.6157,-32.76941,-139.2236,-38.112,-31.26495,-143.1319,-31.35864,-37.96136,-138.9343,-30.24316,7.860285,-83.3067,-8.260773,8.311192,-83.34735,-5.0466,17.59778,-83.11975,-1.5896,0.8716601,-81.08597,0.9562386,11.64043,-80.57208,2.747964,18.0558,-79.85117,4.172267,-0.7245789,-76.36395,10.2228,13.92803,-74.18213,8.564092,14.36151,-75.31955,4.006392,0.4928939,-74.7139,23.67626,3.730519,-72.20901,18.47751,13.71041,-68.7894,16.40584,0,0,0,0.3372549
456.6713,-29.55368,-126.2267,-36.94589,-27.98984,-129.9756,-30.46027,-34.74945,-126.0775,-28.98886,7.860287,-83.3067,-8.260773,8.311195,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.8716671,-81.08597,0.9562435,11.64044,-80.57208,2.747968,18.0558,-79.85117,4.172271,-0.7245789,-76.36395,10.22281,13.92803,-74.18213,8.564093,14.36152,-75.31955,4.006394,0.4929016,-74.7139,23.67627,3.730526,-72.20901,18.47751,13.71041,-68.7894,16.40584,0,0,0,0.2392157
456.7227,-28.39429,-121.335,-36.29419,-26.79587,-125.024,-29.90417,-33.59116,-121.2588,-28.29703,7.860281,-83.3067,-8.260773,8.311188,-83.34735,-5.0466,17.59778,-83.11975,-1.5896,0.8716659,-81.08594,0.9562441,11.64042,-80.57208,2.747966,18.0558,-79.85117,4.172278,-0.7245789,-76.36395,10.2228,13.92803,-74.18213,8.564093,14.36151,-75.31955,4.006393,0.4928964,-74.71387,23.67627,3.730519,-72.20901,18.47751,13.71041,-68.7894,16.40584,0,0,0,0.1843137
456.7735,-27.9361,-119.3509,-35.99866,-26.32193,-123.0157,-29.64636,-33.13324,-119.307,-27.9845,7.860287,-83.3067,-8.260773,8.311198,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.8716632,-81.08597,0.9562448,11.64043,-80.57208,2.747959,18.0558,-79.85117,4.172271,-0.7245789,-76.36395,10.2228,13.92804,-74.18213,8.564098,14.36152,-75.31955,4.006398,0.492899,-74.7139,23.67627,3.730527,-72.20905,18.47751,13.71041,-68.7894,16.40584,0,0,0,0.172549
456.824,-28.96368,-123.7581,-36.63089,-27.38318,-127.4768,-30.19397,-34.16006,-123.6445,-28.65396,7.860285,-83.3067,-8.260773,8.311199,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,4.538393,-80.86325,1.251197,18.40834,-80.13583,3.138503,28.75644,-78.95071,4.839901,3.373347,-75.22736,10.54554,20.99614,-72.41754,9.190963,25.13069,-73.23895,4.655099,4.024996,-72.72186,23.42644,10.61421,-69.08582,18.55785,23.94557,-64.39966,17.353,0,0,0.04313726,0.2156863
456.8768,-31.54492,-134.3352,-37.7731,-30.02386,-138.1836,-31.12219,-36.73822,-134.0889,-29.87506,7.860287,-83.3067,-8.260773,8.311193,-83.34735,-5.04657,17.59779,-83.11975,-1.5896,8.890991,-80.57211,1.607719,26.53601,-79.49902,3.686358,41.64045,-77.42584,6.067468,8.215484,-73.83832,11.00999,29.45372,-70.04822,10.25284,38.0174,-70.25015,6.002539,8.241682,-70.34357,23.28113,18.87539,-65.21786,19.10526,36.16641,-58.30865,19.71251,0,0,0.09803922,0.3411765
456.9281,-37.31857,-157.5596,-38.26477,-35.81171,-161.6842,-31.12619,-42.50977,-157.2315,-30.43912,7.860289,-83.3067,-8.260773,8.311194,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,10.23277,-80.4762,1.719646,29.0625,-79.27026,3.880835,45.65003,-76.79324,6.6037,9.702507,-73.39914,11.17196,32.07374,-69.23517,10.66956,42.00782,-69.14032,6.612076,9.545803,-69.60376,23.27016,21.43752,-63.96579,19.38588,39.92822,-56.10248,20.82518,0,0,0.1215686,0.5686275
456.9794,-43.17014,164.2788,-32.72083,-30.57132,154.2639,-21.77969,-28.4216,153.187,-17.72528,10.38309,-83.60345,-8.021393,14.15374,-83.9303,-4.870972,26.23854,-83.73804,-1.410278,14.59579,-80.1427,2.09245,37.34715,-78.38538,4.633596,58.79037,-73.69016,9.377073,14.51659,-71.92621,11.76469,40.62367,-66.20319,12.4266,55.00444,-64.36469,9.758245,13.79672,-67.16284,23.34902,29.79975,-59.58881,20.74034,51.99843,-46.9668,26.53113,0.2,0.03529412,0.1607843,0.772549
457.0316,-44.98187,152.827,-30.41721,-26.83112,141.162,-18.48941,-20.04575,138.9908,-14.09076,11.22745,-83.70081,-7.94339,16.11791,-84.12134,-4.822968,29.14361,-83.9397,-1.362701,16.60828,-79.97702,2.269992,41.20433,-77.88354,5.064425,64.88194,-71.21454,11.69153,16.72505,-71.21994,12.07452,44.57619,-64.53369,13.5121,60.97682,-61.07819,12.28405,15.7613,-66.01306,23.44686,33.66263,-57.35419,21.63964,57.36864,-41.07544,30.8854,0.3254902,0.05882353,0.1882353,0.8745098
457.0862,-43.83963,154.1443,-30.77866,-19.35934,140.1352,-18.13361,-6.882111,136.6602,-13.79477,13.20361,-83.9249,-7.764832,20.73133,-84.56335,-4.731628,35.96756,-84.40698,-1.276215,18.61839,-79.8035,2.451585,45.07929,-77.30255,5.56847,70.94493,-67.20435,15.53445,18.92247,-70.49472,12.40887,48.52234,-62.62531,14.83786,66.87627,-56.3844,16.2072,17.72482,-64.84534,23.58542,37.51516,-54.93445,22.75568,62.45866,-33.32739,37.11397,0.4352941,0.07450981,0.2078431,0.8392157
457.1403,-41.9086,158.1117,-31.66385,-14.14923,142.6086,-18.94867,1.419564,138.1436,-14.89722,12.35571,-83.82935,-7.840759,18.74907,-84.37439,-4.767212,33.0354,-84.20682,-1.308929,18.28359,-79.83301,2.421016,44.43236,-77.4057,5.478552,69.93933,-68.03784,14.72927,18.55707,-70.61697,12.3514,47.86549,-62.9628,14.59742,65.90137,-57.30722,15.41363,17.39773,-65.04132,23.55944,36.87423,-55.35251,22.5529,61.63761,-34.78546,35.90826,0.5137255,0.05882353,0.2,0.7843137
457.1941,-42.45499,155.1468,-31.24063,-11.7641,138.8483,-18.26657,6.423442,133.8924,-14.47562,10.38309,-83.60345,-8.021362,14.15374,-83.9303,-4.870941,26.23853,-83.73804,-1.410278,15.93766,-80.03311,2.21039,39.9165,-78.05875,4.913579,62.85205,-72.15955,10.8009,15.99003,-71.4574,11.96859,43.25896,-65.11374,13.12652,58.99113,-62.29083,11.32592,15.10645,-66.39819,23.4098,32.37565,-58.11758,21.31764,55.60204,-43.20721,29.26365,0.5803922,0.03529412,0.1764706,0.8039216
457.2461,-42.90826,153.3436,-30.94147,-10.69485,136.7017,-17.82724,8.849679,131.5352,-14.18304,7.860285,-83.3067,-8.260773,8.311192,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,11.91077,-80.35193,1.86128,32.23615,-78.95786,4.146053,50.6871,-75.83334,7.439826,11.55798,-72.84125,11.38767,35.35728,-68.14749,11.26484,47.0055,-67.55991,7.567359,11.17903,-68.67212,23.27946,24.64922,-62.34479,19.82141,44.611,-53.01233,22.57636,0.6156863,0,0.1294118,0.8235294
457.2977,-42.784,152.1574,-30.9606,-6.784576,134.2805,-17.69116,16.27909,128.1503,-14.64221,7.86028,-83.3067,-8.260773,8.311194,-83.34735,-5.0466,17.59778,-83.11975,-1.5896,7.550148,-80.66501,1.49692,24.0212,-79.71118,3.505334,37.65096,-77.96829,5.61907,6.72671,-74.27173,10.85715,26.84118,-70.81772,9.882164,34.03715,-71.25534,5.498991,6.94029,-71.07916,23.30816,16.32159,-66.43683,18.88002,32.40044,-60.33221,18.80564,0.7294118,0,0.0627451,0.8196079
457.3515,-42.01111,153.3941,-31.39587,-5.004089,134.9068,-18.20233,19.06959,128.1953,-15.47394,7.860287,-83.3067,-8.260773,8.311198,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,2.86938,-80.9671,1.116494,15.31893,-80.34433,2.95435,23.86813,-79.39246,4.506094,1.509986,-75.74789,10.39109,17.77203,-73.24182,8.879612,20.21808,-74.22073,4.317269,2.41472,-73.62891,23.52583,7.471262,-70.51657,18.48064,19.27564,-66.45343,16.82557,0.7450981,0,0.02352941,0.8039216
457.4051,-44.18173,149.191,-30.09167,-8.812714,132.0485,-16.6973,13.53346,126.5821,-13.36151,7.86029,-83.3067,-8.260773,8.311199,-83.34735,-5.04657,17.59779,-83.11975,-1.5896,0.8716659,-81.08597,0.9562477,11.64043,-80.57205,2.747968,18.0558,-79.85117,4.172275,-0.7245789,-76.36395,10.2228,13.92803,-74.18213,8.564094,14.36151,-75.31955,4.006395,0.4928939,-74.71387,23.67627,3.730521,-72.20901,18.47752,13.71041,-68.7894,16.40585,0.6901961,0,0,0.8745098
