TimeStamp, Joint1Tx,Joint1Ty,Joint1Tz,Joint2Tx,Joint2Ty,Joint2Tz,Joint3Tx,Joint3Ty,Joint3Tz,Joint1Ix,Joint1Iy,Joint1Iz,Joint2Ix,Joint2Iy,Joint2Iz,Joint3Ix,Joint3Iy,Joint3Iz,Joint1Mx,Joint1My,Joint1Mz,Joint2Mx,Joint2My,Joint2Mz,Joint3Mx,Joint3My,Joint3Mz,Joint1Rx,Joint1Ry,Joint1Rz,Joint2Rx,Joint2Ry,Joint2Rz,Joint3Rx,Joint3Ry,Joint3Rz,Joint1Px,Joint1Py,Joint1Pz,Joint2Px,Joint2Py,Joint2Pz,Joint3Px,Joint3Py,Joint3Pz,ThumbClosure,IndexClosure,MiddleClosure,ThumbAbduction
323.4934,-23.97763,174.8158,-37.03513,17.73215,148.4016,-29.9324,46.07145,127.6047,-37.76892,77.11573,-90.4126,-4.277466,5.091904,90.63927,-179.7633,-84.46942,48.97798,-139.0141,77.90826,-56.49506,24.32601,5.825577,97.40701,174.6921,-80.23431,-106.7642,24.66133,73.09643,-3.890533,67.219,-2.895966,112.5702,164.662,-70.28964,-161.8602,94.32992,65.07873,13.73432,76.24269,4.765773,122.5416,155.0941,-62.19043,-134.7927,80.48936,1,1,1,0.3098039
323.5463,-23.83463,174.9782,-37.03906,17.85861,148.5409,-30.00262,46.16582,127.6537,-37.92398,77.11572,-90.41263,-4.277496,5.091911,90.63927,-179.7633,-84.46948,48.97798,-139.0141,77.90826,-56.49506,24.32601,5.825586,97.40704,174.6921,-80.23431,-106.7643,24.66136,73.09647,-3.890564,67.21896,-2.895966,112.5702,164.662,-70.28961,-161.8603,94.32995,65.0787,13.73431,76.24268,4.765783,122.5416,155.0941,-62.19043,-134.7927,80.48938,1,1,1,0.3019608
323.5996,-23.40588,175.4638,-37.04831,18.23863,148.958,-30.21161,46.44927,127.7988,-38.38983,77.11575,-90.4126,-4.277496,5.091909,90.63927,-179.7633,-84.46948,48.97802,-139.0141,77.90831,-56.49506,24.326,5.825577,97.40703,174.6921,-80.23431,-106.7643,24.66135,73.09647,-3.890564,67.21896,-2.895966,112.5702,164.662,-70.28964,-161.8602,94.32992,65.07871,13.73432,76.24269,4.765775,122.5416,155.0941,-62.19043,-134.7927,80.48936,1,1,1,0.2980392
323.6557,-23.69168,175.1403,-37.0426,17.98516,148.68,-30.07257,46.26027,127.7024,-38.07919,77.11572,-90.4126,-4.277496,5.091916,90.63927,-179.7633,-84.46942,48.97801,-139.0141,77.90833,-56.49506,24.326,5.825591,97.40703,174.6921,-80.23431,-106.7643,24.66134,73.09647,-3.890564,67.21896,-2.895966,112.5702,164.662,-70.28961,-161.8603,94.32996,65.0787,13.73431,76.24267,4.765782,122.5417,155.0941,-62.19043,-134.7927,80.48937,1,1,1,0.2980392
323.7095,-23.69168,175.1403,-37.0426,17.98516,148.68,-30.07257,46.26025,127.7023,-38.07919,77.11575,-90.4126,-4.277466,5.091911,90.63927,-179.7633,-84.46942,48.97795,-139.0141,77.90833,-56.49503,24.32601,5.825583,97.40703,174.6921,-80.23428,-106.7642,24.66132,73.09647,-3.890533,67.21898,-2.895966,112.5702,164.662,-70.28961,-161.8603,94.32993,65.0787,13.73432,76.24268,4.765783,122.5416,155.0941,-62.19043,-134.7927,80.48937,1,1,1,0.3019608
323.7614,-23.83463,174.9782,-37.03906,17.85861,148.5408,-30.00262,46.16582,127.6537,-37.92401,77.11575,-90.4126,-4.277466,5.09192,90.63927,-179.7633,-84.46948,48.97801,-139.0141,77.90826,-56.49503,24.32604,5.825587,97.40704,174.6921,-80.23428,-106.7643,24.66134,73.09645,-3.890564,67.21896,-2.895966,112.5702,164.662,-70.28961,-161.8603,94.32994,65.07871,13.7343,76.24267,4.765785,122.5416,155.0941,-62.19043,-134.7927,80.48936,1,1,1,0.3019608
323.8145,-23.69168,175.1403,-37.0426,17.98516,148.68,-30.07257,46.26025,127.7023,-38.07919,77.11575,-90.41263,-4.277496,5.091908,90.63927,-179.7633,-84.46948,48.97803,-139.0142,77.90831,-56.49503,24.32603,5.825577,97.40704,174.6921,-80.23431,-106.7643,24.66135,73.09647,-3.890564,67.21898,-2.895966,112.5702,164.662,-70.28961,-161.8603,94.32994,65.07873,13.73432,76.24268,4.765777,122.5416,155.0941,-62.19043,-134.7927,80.48938,1,1,1,0.3019608
323.8649,-23.97763,174.8158,-37.03513,17.73215,148.4016,-29.93237,46.07145,127.6047,-37.76892,77.11576,-90.4126,-4.277496,5.091909,90.63927,-179.7633,-84.46945,48.97799,-139.0141,77.90826,-56.49503,24.32604,5.825583,97.40704,174.6921,-80.23431,-106.7642,24.66133,73.09647,-3.890564,67.21897,-2.895966,112.5702,164.662,-70.28964,-161.8602,94.32992,65.0787,13.73431,76.24268,4.765779,122.5416,155.0941,-62.19043,-134.7927,80.48936,1,1,1,0.3098039
323.9166,-24.83636,173.8364,-37.00177,16.97607,147.5635,-29.50467,45.50653,127.3046,-36.84039,77.11571,-90.4126,-4.277466,5.091909,90.63927,-179.7633,-84.46942,48.97801,-139.0141,77.90826,-56.49503,24.32602,5.825583,97.40703,174.6921,-80.23431,-106.7643,24.66135,73.09645,-3.890564,67.21896,-2.895966,112.5702,164.662,-70.28961,-161.8603,94.32994,65.07871,13.7343,76.24267,4.765777,122.5416,155.0941,-62.1904,-134.7927,80.48938,1,0.9921569,1,0.3411765
323.9801,-26.55603,171.8493,-36.88483,15.47843,145.875,-28.61749,44.3843,126.6732,-34.99323,73.07105,-89.84683,-4.26593,14.65762,91.23344,-179.6852,-71.03778,79.51583,-169.1244,77.90826,-56.49503,24.32604,5.825585,97.40704,174.6921,-80.23428,-106.7643,24.66134,73.09645,-3.890564,67.21896,-2.895966,112.5702,164.662,-70.28961,-161.8603,94.32996,65.07871,13.7343,76.24267,4.765781,122.5417,155.0941,-62.19043,-134.7927,80.48937,1,0.9176471,1,0.3921569
324.0329,-29.0119,169.0203,-36.55011,13.29256,143.5991,-27.22897,42.63898,126.0067,-32.22192,66.89827,-89.14539,-4.413422,29.40264,92.21628,-179.4625,-49.0141,86.11265,-175.069,77.46371,-57.43988,23.40874,6.945979,97.29973,174.6739,-81.81622,-112.1116,29.91778,72.92036,-5.458557,65.76591,-1.799408,112.2224,164.7011,-70.14059,-166.9121,99.12777,65.00473,12.39826,75.10944,5.817442,121.973,155.157,-62.53918,-138.672,83.89049,0.9960784,0.8352941,0.9921569,0.4470588
324.0868,-30.25098,167.9011,-36.14371,11.80181,143.137,-26.30469,40.98076,126.9056,-30.21405,63.07275,-88.75696,-4.555359,38.61647,92.91676,-179.226,-35.20682,87.78944,-176.3347,71.52683,-65.61221,15.56109,21.34848,95.85334,174.2631,-73.54578,111.8427,164.7935,69.74149,-22.96994,49.68325,12.38897,107.8285,164.7389,-58.68463,147.1475,141.8739,63.10184,-3.866119,61.44086,19.45378,114.6485,155.1108,-57.57721,173.9092,125.3673,0.9686275,0.7686275,0.8823529,0.4862745
324.1388,-32.40015,165.9091,-35.38599,9.022655,142.3349,-24.71454,37.66438,128.3774,-26.86319,58.89842,-88.35385,-4.736725,48.72276,93.83752,-178.8124,-20.0701,89.05112,-177.134,64.76709,-70.30637,11.16435,37.03849,93.94379,173.2983,-48.66223,102.1261,173.1643,64.80118,-36.68008,37.44823,27.98653,102.8035,163.6813,-37.85974,127.8175,157.7297,59.30175,-18.76447,49.37461,34.40075,105.862,152.919,-39.53308,145.2181,147.6595,0.9372549,0.7137255,0.7921569,0.5333334
324.1941,-33.14349,165.1303,-35.13663,8.086591,141.9194,-24.19843,36.55044,128.6288,-25.8432,57.57521,-88.22903,-4.798706,51.93538,94.18473,-178.627,-15.26129,89.38483,-177.3167,61.20132,-71.94693,9.656596,45.11316,92.66092,172.4447,-35.67667,100.2477,174.2775,61.83615,-42.04486,32.8194,36.04154,99.85032,162.5221,-26.19574,122.2623,161.413,56.80169,-25.18723,44.4256,42.02646,100.448,150.5222,-28.34232,136.4095,153.0082,0.9176471,0.6901961,0.7254902,0.5607843
324.2481,-36.0882,161.9668,-34.0325,3.943294,140.3509,-22.14487,31.21874,129.6729,-21.89435,55.44059,-88.02972,-4.902618,57.12507,94.83323,-178.2415,-7.49585,89.8805,-177.5623,54.32836,-74.26685,7.55274,60.31097,88.86031,169.3695,-11.03311,97.80659,175.0065,55.66571,-50.00168,26.22344,51.16982,92.57654,158.3003,-3.462494,114.7247,165.017,51.33911,-35.32428,37.12434,55.85481,86.36904,141.6532,-5.899231,124.1588,157.8958,0.854902,0.6509804,0.627451,0.6509804
324.3035,-38.59784,158.7039,-33.03171,0.3728336,138.3476,-20.47968,26.5326,129.4642,-19.03052,51.65619,-87.6806,-5.097473,66.33838,96.4516,-177.0968,6.285968,90.67263,-177.8854,47.42342,-75.92853,6.061093,74.92629,78.85643,159.9857,13.18127,95.71798,174.7448,49.04386,-55.89825,21.64051,65.45896,79.62817,148.0258,19.29135,108.7554,166.0271,45.28821,-43.28741,32.03759,67.10386,60.94775,120.9158,16.76974,114.0084,158.562,0.8156863,0.6,0.5411765,0.7058824
324.3604,-40.21353,156.3715,-32.30276,-2.145721,136.8936,-19.40625,23.06076,129.0968,-17.28619,49.46788,-87.48016,-5.21582,71.66512,97.95445,-175.8738,14.25836,91.10077,-178.0211,39.93144,-77.28485,4.840965,84.80824,-11.06866,70.63371,38.78139,92.86976,173.2365,41.52594,-60.82065,18.10864,77.23717,39.78395,110.7765,43.59406,101.8284,164.4234,38.34626,-50.22806,28.29075,70.72566,12.25748,76.93559,40.68884,101.5664,154.5613,0.772549,0.5529412,0.4196078,0.7647059
324.416,-41.89267,153.6415,-31.45801,-4.906433,135.1198,-18.28403,19.15703,128.3691,-15.57166,43.92538,-86.97314,-5.532684,84.97134,113.9286,-160.634,34.43681,92.16415,-178.2206,28.92207,-78.76636,3.473989,65.24765,-71.66376,10.72256,74.64153,77.92641,159.6863,30.0303,-66.37241,14.58583,68.18845,-44.23596,30.20327,77.0135,70.6582,138.9825,27.77481,-58.42432,25.01929,56.66744,-36.94772,34.37233,70.11191,56.71834,119.3037,0.7372549,0.4901961,0.3137255,0.8117647
324.4683,-44.75052,147.9353,-29.69839,-9.877228,131.1776,-16.2865,11.95024,126.0251,-12.8172,41.40236,-86.74121,-5.684814,87.67039,-137.615,-52.52731,43.60541,92.67509,-178.2338,22.95993,-79.39883,2.861265,53.52168,-75.6554,7.029549,83.00715,-34.75528,47.59829,23.63688,-68.8497,13.22419,56.99585,-57.26996,18.93099,78.62988,-31.67093,39.20129,21.96591,-62.24161,24.03324,45.76801,-48.80728,26.14844,71.20477,-4.90332,62.26995,0.6745098,0.4627451,0.2588235,0.8941177
324.53,-46.5506,143.3456,-28.24521,-13.34799,127.9003,-14.89627,6.73188,123.6991,-11.08963,39.42965,-86.55887,-5.807159,83.45609,-102.6222,-17.81592,50.76261,93.11134,-178.1939,19.28771,-79.74384,2.513108,46.37441,-77.08777,5.756331,72.94563,-65.24734,17.43428,19.65216,-70.24847,12.52601,49.83461,-61.92404,15.34507,68.81152,-54.31024,18.02171,18.37875,-64.45169,23.64092,38.79512,-54.07877,23.18315,64.05853,-30.16879,39.76864,0.6117647,0.4235294,0.2078431,0.9764706
324.5806,-47.50467,140.4221,-27.29877,-15.39651,125.7916,-14.08325,3.556345,122.0989,-10.13907,36.31415,-86.26837,-6.006622,75.99709,-93.66278,-9.317719,62.0392,93.94528,-177.9706,16.94351,-79.94867,2.299957,41.849,-77.79269,5.142852,65.89597,-70.6839,12.1947,17.0921,-71.10046,12.12851,45.23456,-64.23395,13.71469,61.96694,-60.41724,12.81733,16.08867,-65.81976,23.46708,34.30571,-56.9649,21.80954,58.24091,-39.93527,31.77134,0.5921569,0.3921569,0.1882353,1
324.6417,-47.50464,140.4221,-27.29877,-15.39648,125.7916,-14.08325,3.55635,122.0989,-10.13907,34.60812,-86.10773,-6.119141,71.87226,-91.77234,-7.689575,68.19737,94.5669,-177.679,15.93766,-80.03311,2.210389,39.9165,-78.05872,4.913571,62.85204,-72.15955,10.8009,15.99003,-71.4574,11.96858,43.25895,-65.11374,13.12651,58.99113,-62.29083,11.3259,15.10646,-66.39822,23.40979,32.37565,-58.11758,21.31765,55.60202,-43.20721,29.26364,0.5921569,0.3607843,0.1647059,1
324.6959,-47.50464,140.4221,-27.29874,-15.39648,125.7916,-14.08325,3.556347,122.0989,-10.13907,31.47107,-85.80865,-6.332367,64.28383,-89.7067,-6.126831,79.48,96.85007,-176.0016,12.24642,-80.32648,1.889849,32.87288,-78.89148,4.202419,51.69746,-75.61285,7.635141,11.92854,-72.72845,11.43262,36.0149,-67.91922,11.39497,48.00575,-67.21182,7.790292,11.50599,-68.4848,23.28443,25.29248,-62.01208,19.92063,45.54319,-52.34015,22.98401,0.5921569,0.3176471,0.1254902,1
324.7483,-47.50464,140.4221,-27.29877,-15.39648,125.7916,-14.08325,3.556346,122.0989,-10.13907,27.46721,-85.41888,-6.617035,54.62527,-88.10355,-5.210907,86.1077,-95.67908,-9.315491,9.561787,-80.52454,1.663537,27.79782,-79.38681,3.781799,43.64285,-77.12225,6.323147,8.95924,-73.61951,11.08982,30.76288,-69.64752,10.45507,40.01151,-69.70996,6.292496,8.893429,-69.97421,23.27362,20.15551,-64.59631,19.23839,38.04833,-57.23114,20.24057,0.5921569,0.2470588,0.08627451,1
324.8001,-47.50464,140.4221,-27.29877,-17.06332,126.2291,-14.20554,0.3686932,122.7733,-10.14304,21.17146,-84.7829,-7.095734,39.5487,-86.37109,-4.689026,63.81266,-86.53473,-1.478943,5.875902,-80.77698,1.359846,20.89492,-79.95544,3.29533,32.69493,-78.54843,5.153288,4.86409,-74.80576,10.67861,23.58776,-71.72681,9.475749,29.07978,-72.39737,4.98768,5.318252,-71.99365,23.36415,13.14351,-67.92224,18.67086,27.69757,-62.66135,17.90997,0.5529412,0.1843137,0.05882353,1
324.856,-47.50464,140.4221,-27.29877,-18.95468,126.7354,-14.36209,-3.237152,123.5387,-10.18961,16.60807,-84.29984,-7.469452,28.73098,-85.3201,-4.644958,47.80249,-85.2262,-1.221985,3.536564,-80.92609,1.170237,16.55213,-80.26306,3.026546,25.81868,-79.22305,4.632755,2.25526,-75.5405,10.4513,19.05952,-72.91693,8.998528,22.17978,-73.83627,4.442962,3.057935,-73.26648,23.48322,8.725801,-69.94699,18.50319,21.14052,-65.64569,17.01569,0.4823529,0.09019608,0.01960784,1
324.9106,-47.50464,140.4221,-27.29874,-24.41397,128.2701,-14.92981,-13.5867,125.8047,-10.58206,8.419499,-83.37329,-8.206848,9.602857,-83.47845,-5.003418,19.50801,-83.25943,-1.545013,0.8716609,-81.08597,0.9562464,11.64043,-80.57205,2.747968,18.0558,-79.85117,4.172274,-0.7245789,-76.36395,10.2228,13.92802,-74.18213,8.564091,14.36152,-75.31955,4.006396,0.4928956,-74.71387,23.67627,3.73052,-72.20901,18.47751,13.71041,-68.7894,16.40584,0.3921569,0.007843138,0,1
324.9652,-47.50464,140.4221,-27.29877,-30.69885,130.2191,-15.83292,-25.41046,128.6884,-11.58194,7.860285,-83.3067,-8.260773,8.311197,-83.34735,-5.0466,17.59778,-83.11975,-1.5896,0.8716603,-81.08597,0.9562454,11.64043,-80.57205,2.747965,18.0558,-79.85117,4.172276,-0.7245789,-76.36395,10.2228,13.92803,-74.18213,8.564093,14.36151,-75.31955,4.006396,0.4928982,-74.71387,23.67627,3.730525,-72.20901,18.47751,13.71041,-68.7894,16.40584,0.2039216,0,0,1
325.0183,-47.50464,140.4221,-27.29877,-45.37787,136.1356,-19.51071,-52.64145,139.1881,-18.31503,7.860293,-83.3067,-8.260773,8.311198,-83.34735,-5.04657,17.59779,-83.11975,-1.5896,0.8716634,-81.08597,0.9562438,11.64043,-80.57205,2.747968,18.05581,-79.85117,4.172278,-0.7245789,-76.36395,10.2228,13.92803,-74.18213,8.564095,14.36151,-75.31958,4.006396,0.4928973,-74.71387,23.67627,3.730523,-72.20901,18.47752,13.71041,-68.7894,16.40585,0,0,0,1
325.0754,-47.50464,140.4221,-27.29877,-45.37787,136.1356,-19.51071,-52.64145,139.1881,-18.31503,7.860291,-83.3067,-8.260773,8.3112,-83.34735,-5.04657,17.59779,-83.11975,-1.5896,0.8716668,-81.08597,0.9562438,11.64043,-80.57208,2.747969,18.05581,-79.85117,4.172279,-0.7245789,-76.36395,10.2228,13.92803,-74.18213,8.5641,14.36152,-75.31955,4.006397,0.4928982,-74.7139,23.67627,3.730528,-72.20901,18.47752,13.71041,-68.7894,16.40585,0,0,0,1
325.1278,-47.50464,140.4221,-27.29877,-45.37787,136.1356,-19.51068,-52.64145,139.1881,-18.31503,7.860286,-83.3067,-8.260773,8.311193,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.8716619,-81.08597,0.9562441,11.64043,-80.57208,2.747966,18.0558,-79.85117,4.172272,-0.7245789,-76.36395,10.2228,13.92803,-74.18213,8.564098,14.36152,-75.31955,4.006394,0.4928982,-74.7139,23.67627,3.730524,-72.20901,18.47751,13.71041,-68.7894,16.40584,0,0,0,1
325.1788,-47.50467,140.4221,-27.29877,-45.37787,136.1356,-19.51071,-52.64145,139.1881,-18.31503,7.86029,-83.3067,-8.260773,8.311198,-83.34735,-5.0466,17.59778,-83.11975,-1.5896,0.8716664,-81.08597,0.9562477,11.64044,-80.57205,2.747972,18.0558,-79.85117,4.172273,-0.7245789,-76.36395,10.22281,13.92803,-74.1821,8.564096,14.36152,-75.31955,4.006401,0.492899,-74.7139,23.67627,3.730523,-72.20901,18.47752,13.71041,-68.7894,16.40584,0,0,0,1
325.2325,-47.26288,143.671,-28.18195,-45.18164,139.355,-20.38391,-52.4119,142.5734,-19.30582,7.860282,-83.3067,-8.260773,8.311191,-83.34735,-5.0466,17.59778,-83.11975,-1.5896,0.8716661,-81.08597,0.9562514,11.64043,-80.57208,2.747975,18.05579,-79.85117,4.172272,-0.7245789,-76.36395,10.22281,13.92803,-74.18213,8.5641,14.36151,-75.31955,4.0064,0.4928964,-74.71387,23.67628,3.730519,-72.20901,18.47752,13.71041,-68.7894,16.40585,0,0,0,0.972549
325.2842,-45.21872,162.1768,-32.74942,-43.38336,157.785,-25.00043,-50.40897,161.7727,-24.41327,7.860283,-83.3067,-8.260773,8.311192,-83.34735,-5.0466,17.59778,-83.11975,-1.5896,0.8716666,-81.08597,0.956248,11.64043,-80.57208,2.747974,18.0558,-79.85117,4.172282,-0.7245789,-76.36395,10.22281,13.92803,-74.18213,8.564097,14.36151,-75.31955,4.006403,0.492893,-74.71387,23.67627,3.730521,-72.20901,18.47753,13.7104,-68.7894,16.40584,0,0,0,0.8235294
325.3374,-42.05096,-179.0641,-36.2265,-40.41589,176.6122,-28.69501,-47.24789,-178.9796,-28.24951,7.860287,-83.30673,-8.260773,8.311195,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.8716673,-81.08597,0.956252,11.64044,-80.57208,2.747973,18.0558,-79.85117,4.172267,-0.7245789,-76.36395,10.2228,13.92803,-74.1821,8.564099,14.36152,-75.31955,4.006404,0.4929033,-74.7139,23.67627,3.730526,-72.20901,18.47752,13.71041,-68.7894,16.40584,0,0,0,0.6392157
325.3896,-34.7319,-147.0368,-38.39496,-33.23898,-151.0396,-31.47614,-39.92255,-146.706,-30.5593,7.860279,-83.3067,-8.260773,8.311186,-83.34735,-5.0466,17.59778,-83.11975,-1.5896,0.871654,-81.08597,0.9562448,11.64043,-80.57208,2.747971,18.05579,-79.85117,4.172269,-0.7245789,-76.36395,10.22281,13.92802,-74.18213,8.5641,14.36151,-75.31955,4.006394,0.4928905,-74.7139,23.67627,3.730516,-72.20901,18.47751,13.7104,-68.7894,16.40584,0,0,0,0.4235294
325.4433,-32.09598,-136.5402,-37.94116,-30.58328,-140.4156,-31.24426,-37.2886,-136.273,-30.05698,7.860285,-83.3067,-8.260773,8.311192,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.8716661,-81.08597,0.9562466,11.64043,-80.57208,2.747967,18.0558,-79.85117,4.172271,-0.7245789,-76.36395,10.22281,13.92803,-74.18213,8.564097,14.36152,-75.31955,4.006399,0.4928939,-74.7139,23.67627,3.730519,-72.20901,18.47751,13.71041,-68.7894,16.40585,0,0,0,0.3333333
325.4964,-31.00427,-132.1594,-37.58307,-29.47357,-135.9811,-30.9772,-36.19824,-131.9361,-29.67032,7.860284,-83.3067,-8.260773,8.311193,-83.34735,-5.0466,17.59778,-83.11975,-1.5896,0.8716593,-81.08597,0.9562438,11.64043,-80.57208,2.747964,18.0558,-79.85117,4.172273,-0.7245789,-76.36395,10.2228,13.92803,-74.18213,8.564095,14.36151,-75.31955,4.00639,0.4928964,-74.7139,23.67627,3.730525,-72.20901,18.47751,13.71041,-68.7894,16.40584,0,0,0.02352941,0.2901961
325.5499,-30.47501,-130.0132,-37.37247,-28.93344,-133.8085,-30.81058,-35.66965,-129.8148,-29.44437,7.860281,-83.3067,-8.260773,8.311196,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,9.226358,-80.54843,1.635594,27.16655,-79.44348,3.733634,42.64103,-77.27704,6.192389,8.587422,-73.7291,11.04962,30.10809,-69.84927,10.35248,39.01414,-69.98352,6.144023,8.567472,-70.15903,23.27687,19.5152,-64.90817,19.17005,37.10756,-57.77594,19.96981,0,0,0.09803922,0.2745098
325.605,-30.16327,-128.74,-37.23679,-28.61465,-132.5197,-30.70074,-35.35828,-128.5575,-29.29922,7.860292,-83.3067,-8.260773,8.311193,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,14.26023,-80.16956,2.063222,36.70618,-78.46246,4.567721,57.77542,-74.01443,9.079086,14.14757,-72.04221,11.71536,39.9649,-66.46219,12.26515,54.00565,-64.82397,9.425005,13.46933,-67.35291,23.33657,29.15562,-59.94604,20.60905,51.0859,-47.81775,25.93861,0,0,0.1803922,0.2627451
325.6575,-30.26669,-129.1632,-37.28278,-28.72046,-132.9481,-30.73816,-35.46158,-128.9753,-29.34836,7.860282,-83.3067,-8.260773,8.311186,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,19.95658,-79.68329,2.575147,47.67108,-76.86081,5.955716,74.92628,-62.77911,19.84462,20.38036,-69.99982,12.64608,51.14461,-61.18472,15.8903,70.72169,-51.85898,20.21171,19.03227,-64.05566,23.70119,40.0722,-53.19519,23.64145,65.59183,-26.64597,42.78836,0,0,0.2352941,0.2666667
325.7182,-30.06036,-128.318,-37.19009,-28.50931,-132.0926,-30.66257,-35.25552,-128.1409,-29.2493,7.860284,-83.3067,-8.260773,8.311194,-83.34735,-5.0466,17.59778,-83.11975,-1.5896,25.9497,-79.09378,3.160176,59.38726,-74.02261,8.518766,82.88705,50.55291,132.6193,26.85554,-67.64316,13.86854,62.72019,-51.95758,23.36574,82.18076,23.97098,93.59855,24.88252,-60.36801,24.46994,51.3313,-43.52936,29.59099,73.10397,26.72177,91.62043,0,0,0.3294118,0.2588235
325.7698,-30.06036,-128.318,-37.19009,-28.50931,-132.0926,-30.66257,-35.25552,-128.1409,-29.2493,19.74316,-84.63391,-7.210114,36.15188,-86.03305,-4.65274,58.78455,-86.0722,-1.333618,33.8274,-78.16489,4.036835,74.88364,-63.88089,18.22242,59.03108,88.44746,169.6454,35.208,-64.08701,15.96542,75.83109,-19.90601,53.03779,62.82081,92.45776,158.4402,32.52049,-54.99661,26.21094,64.5986,-21.26083,47.1113,58.7175,84.98605,143.5565,0,0.1647059,0.3882353,0.2588235
325.8222,-29.95798,-127.8973,-37.14264,-28.40445,-131.6667,-30.6236,-35.15326,-127.7256,-29.19864,33.18349,-85.97253,-6.214966,68.42521,-90.68799,-6.830078,73.32873,95.29738,-177.2234,39.29551,-77.38458,4.750593,84.24585,-23.76572,57.98098,40.91919,92.54905,173.011,40.87497,-61.18732,17.85913,77.72733,33.71081,104.9124,45.62905,101.1137,164.0931,37.74489,-50.75641,28.03837,70.41189,7.974092,73.04093,42.65476,100.2622,153.8793,0,0.3803922,0.4745098,0.254902
325.8763,-30.16327,-128.74,-37.23679,-28.61465,-132.5197,-30.70074,-35.35831,-128.5575,-29.29922,42.24512,-86.81882,-5.633453,88.10226,165.0791,-109.7152,40.54448,92.50014,-178.2361,51.36209,-75.04254,6.855531,66.69843,85.99162,166.7791,-0.5618896,96.91364,174.9993,52.86391,-52.73666,24.05795,57.46923,88.14162,155.0542,6.33982,112.0806,165.7126,48.79306,-38.97107,34.7077,61.19073,77.4971,134.8466,3.868963,119.7287,158.6231,0,0.4823529,0.627451,0.2627451
325.9293,-30.06036,-128.318,-37.19009,-28.50931,-132.0926,-30.66257,-35.25552,-128.1409,-29.2493,44.48382,-87.02435,-5.499695,83.67789,109.4225,-165.0642,32.40561,92.05515,-178.2102,58.66642,-72.90683,8.782179,50.77596,91.53458,171.6002,-26.52713,99.24114,174.6979,59.62079,-45.2915,30.08247,41.68967,97.48911,161.3416,-17.82483,119.146,163.145,54.87145,-29.23688,41.42105,47.29295,95.98253,148.0589,-20.13812,131.3959,155.4472,0,0.5058824,0.7058824,0.2588235
325.981,-30.16327,-128.74,-37.23679,-28.61465,-132.5197,-30.70074,-35.35828,-128.5575,-29.29919,48.09145,-87.35431,-5.292267,75.01016,99.36538,-174.6415,19.27248,91.36453,-178.0898,67.16569,-68.94092,12.43158,31.53285,94.67786,173.719,-57.46783,104.0142,171.7641,66.67281,-32.42328,41.19517,22.50179,104.6388,164.2054,-45.54578,132.8207,153.9598,60.81031,-13.90884,53.23327,29.16177,109.1301,153.9976,-46.62759,152.9986,142.1503,0,0.5686275,0.8392157,0.2627451
326.0346,-30.06036,-128.318,-37.19009,-28.50931,-132.0926,-30.66257,-35.25552,-128.1409,-29.2493,50.83765,-87.60556,-5.141266,68.33147,96.93998,-176.7125,9.267975,90.8345,-177.9401,69.75919,-67.12619,14.13129,25.5062,95.39565,174.0719,-67.03467,107.4307,168.8606,68.55719,-27.09949,45.95162,16.51119,106.548,164.5827,-53.55469,140.2118,147.8978,62.25106,-8.131012,57.9243,23.41566,112.4562,154.7787,-53.56635,164.0994,133.4959,0,0.6078432,0.8745098,0.2588235
326.086,-30.06036,-128.318,-37.19009,-28.50934,-132.0926,-30.66257,-35.25552,-128.1409,-29.2493,56.51056,-88.12933,-4.849945,54.52283,94.49228,-178.4503,-11.38922,89.63778,-177.446,73.97758,-62.97659,18.07128,15.50127,96.46044,174.4724,-82.23676,129.7581,147.3554,71.22095,-16.47095,55.61236,6.609838,109.6071,164.8284,-64.94543,160.9525,129.3544,64.07969,2.489496,66.74426,13.89613,117.6473,155.326,-61.57648,-168.7803,110.435,0,0.6784314,0.9333333,0.2588235
326.1378,-29.95798,-127.8973,-37.14264,-28.40445,-131.6667,-30.6236,-35.15326,-127.7257,-29.19864,59.42525,-88.40387,-4.712585,47.4447,93.70828,-178.8774,-21.98358,88.91124,-177.0536,76.55924,-59.16034,21.74273,9.201293,97.08232,174.6317,-84.60602,-131.8585,49.48199,72.53175,-8.530609,62.92342,0.411417,111.5272,164.7639,-69.42047,-176.7065,108.4141,64.82204,9.730679,72.84959,7.939332,120.8319,155.2553,-62.91318,-146.6897,90.95492,0,0.7450981,0.9960784,0.2509804
326.1984,-29.75476,-127.0595,-37.04565,-28.19617,-130.8186,-30.54343,-34.95029,-126.899,-29.09518,65.12399,-88.96231,-4.4758,33.66961,92.52898,-179.3653,-42.61981,86.98214,-175.7489,77.90826,-56.49506,24.326,5.825588,97.40704,174.6921,-80.23431,-106.7643,24.66133,73.09647,-3.890564,67.21896,-2.895966,112.5702,164.662,-70.28961,-161.8603,94.32996,65.07873,13.73431,76.24267,4.765786,122.5416,155.0941,-62.19043,-134.7927,80.48937,0,0.8156863,1,0.2470588
